970;1;1
1.121;1;1
765;1;1
32;1;3
540;1;1
78;1;3
202;1;1
43;1;2
29;1;2
35;1;2
5;1;2
42;2;2
56;1;3
41;1;2
32;1;3
11;1;1
64;2;2
210;1;3
4;1;1
25;2;2
150;1;3
118;1;2
0;1;3
50;1;1
4;1;2
54;2;2
4;2;2
8;1;2
-2;1;1
30;1;2
61;1;2
15;1;3
35;3;3
30;1;3
40;3;3
61;3;3
25;1;3
8;2;2
61;2;2
55;1;2
22;1;1
25;3;1
5;2;2
39;2;2
55;2;2
60;1;2
131;1;3
61;3;3
59;2;2
