,CASTELLUCCIO,FEBBIO,CORTE BRUGNATELLA,SAVIGNANO DI RIGO,SAN LEO,VERUCCHIO,BADIA,GIARDINI MARGHERITA,PARCO RESISTENZA,PARCO BERTOZZI,MARECCHIA,DE AMICIS,VIA CHIARINI,FRANCHINI-ANGELONI,SAVIGNANO,SAN PIETRO CAPOFIUME,SAN LAZZARO,LUGAGNANO,GAVELLO,ROMA,CASTELLARANO,PARCO EDILCARANI,DELTA CERVIA,BESENZONE,CAORLE,PORTA SAN FELICE,ZALAMELLA,VILLA FULVIA,GHERARDI,PARCO FERRARI,PARCO MONTECUCCO,CENTO,BOGOLESE,SARAGAT,PARADIGNA,CENO,REMESINA,ISONZO,GIORDANI-FARNESE,S. LAZZARO,S. ROCCO,MALCANTONE,FLAMINIA,GIARDINI,MONTEBELLO,CITTADELLA,SAN FRANCESCO,GERBIDO,TIMAVO
2018-01-12,1.0,1.0791812460476249,1.1760912590556813,0.9030899869919435,1.2304489213782739,1.380211241711606,1.4471580313422192,1.5314789170422551,1.505149978319906,1.4771212547196624,1.3617278360175928,1.462397997898956,1.5440680443502757,1.4913616938342726,1.4913616938342726,1.3010299956639813,1.4913616938342726,1.4771212547196624,1.3222192947339193,1.505149978319906,1.568201724066995,1.568201724066995,1.255272505103306,,1.4313637641589874,1.6232492903979006,1.5314789170422551,1.3617278360175928,1.1760912590556813,1.591064607026499,1.568201724066995,1.5185139398778875,1.5185139398778875,1.462397997898956,1.4913616938342726,1.6989700043360187,1.5314789170422551,1.414973347970818,1.662757831681574,1.5185139398778875,1.505149978319906,1.4913616938342726,1.5563025007672873,1.6720978579357175,1.6812412373755872,1.5440680443502757,1.7242758696007892,1.662757831681574,1.6532125137753437
2018-01-13,1.1139433523068367,1.0791812460476249,1.1139433523068367,1.255272505103306,1.380211241711606,1.414973347970818,1.4471580313422192,1.6127838567197355,1.5185139398778875,1.4771212547196624,1.462397997898956,1.505149978319906,1.6020599913279625,1.4913616938342726,1.4913616938342726,1.5185139398778875,1.591064607026499,1.4771212547196624,1.5797835966168101,1.5185139398778875,1.6232492903979006,1.6127838567197355,1.462397997898956,,1.4313637641589874,1.6434526764861874,1.462397997898956,1.591064607026499,1.3617278360175928,1.6720978579357175,1.5563025007672873,1.6334684555795866,1.6020599913279625,1.6232492903979006,1.5797835966168101,1.591064607026499,1.5440680443502757,1.6232492903979006,1.6720978579357175,1.6434526764861874,1.6232492903979006,1.5563025007672873,1.5797835966168101,1.7323937598229686,1.7075701760979363,1.6232492903979006,1.6812412373755872,1.6334684555795866,1.7481880270062005
2018-01-14,1.1139433523068367,1.041392685158225,1.146128035678238,1.1760912590556813,1.3222192947339193,1.505149978319906,1.4313637641589874,1.5797835966168101,1.6232492903979006,1.568201724066995,1.591064607026499,1.6232492903979006,1.5797835966168101,1.591064607026499,1.6127838567197355,1.4913616938342726,1.591064607026499,1.4913616938342726,1.5185139398778875,1.6127838567197355,1.5797835966168101,1.568201724066995,1.6020599913279625,,1.5314789170422551,1.591064607026499,1.568201724066995,1.5797835966168101,1.380211241711606,1.6720978579357175,1.5314789170422551,1.6901960800285136,1.505149978319906,1.5563025007672873,1.5797835966168101,1.5563025007672873,1.6720978579357175,1.5185139398778875,1.6020599913279625,1.6020599913279625,1.6434526764861874,1.5563025007672873,1.6901960800285136,1.7323937598229686,1.6127838567197355,1.5797835966168101,1.591064607026499,1.591064607026499,1.6334684555795866
2018-01-15,0.8450980400142568,0.9542425094393249,1.2787536009528289,1.3222192947339193,1.414973347970818,1.5185139398778875,1.6901960800285136,1.6720978579357175,1.6020599913279625,1.5440680443502757,1.5314789170422551,1.6020599913279625,1.6532125137753437,1.5563025007672873,1.6020599913279625,1.4913616938342726,1.6901960800285136,1.6812412373755872,1.6020599913279625,1.5797835966168101,1.7853298350107671,1.7558748556724915,1.5314789170422551,,1.5185139398778875,1.6812412373755872,1.5314789170422551,1.6434526764861874,1.462397997898956,1.6334684555795866,1.7075701760979363,1.591064607026499,1.6532125137753437,1.7242758696007892,1.6532125137753437,1.7558748556724915,1.662757831681574,1.6334684555795866,1.7558748556724915,1.6532125137753437,1.7075701760979363,1.7075701760979363,1.6434526764861874,1.7323937598229686,1.7323937598229686,1.7075701760979363,1.8325089127062364,1.7708520116421442,1.7075701760979363
2018-01-16,,0.0,0.6020599913279624,,,1.5440680443502757,1.6020599913279625,1.6532125137753437,1.6901960800285136,1.6232492903979006,1.462397997898956,1.6532125137753437,1.6901960800285136,1.6532125137753437,1.6720978579357175,1.5440680443502757,1.662757831681574,1.662757831681574,1.591064607026499,1.6901960800285136,1.6901960800285136,1.7160033436347992,1.6901960800285136,,1.6434526764861874,1.6989700043360187,1.6532125137753437,1.6127838567197355,1.6020599913279625,,1.7781512503836436,,1.7634279935629373,1.7634279935629373,1.7708520116421442,1.7853298350107671,1.6901960800285136,,1.7781512503836436,1.7558748556724915,1.6989700043360187,1.7403626894942439,1.591064607026499,1.7558748556724915,1.792391689498254,1.7558748556724915,1.7634279935629373,1.8260748027008264,1.7853298350107671
2018-01-17,0.3010299956639812,0.6020599913279624,0.6020599913279624,0.47712125471966244,0.9030899869919435,1.1760912590556813,,1.3222192947339193,1.3979400086720377,1.3424226808222062,,1.3222192947339193,1.3617278360175928,1.3617278360175928,1.380211241711606,1.3617278360175928,1.3617278360175928,1.2787536009528289,1.3617278360175928,1.380211241711606,1.255272505103306,1.3222192947339193,1.4471580313422192,,1.462397997898956,1.462397997898956,1.4771212547196624,1.4771212547196624,1.5185139398778875,,1.3424226808222062,1.462397997898956,1.3424226808222062,1.3979400086720377,1.380211241711606,1.462397997898956,1.414973347970818,,1.4313637641589874,1.380211241711606,1.4313637641589874,1.3979400086720377,1.505149978319906,1.462397997898956,1.5314789170422551,1.4471580313422192,1.380211241711606,1.4913616938342726,1.568201724066995
2018-01-18,,0.6020599913279624,0.6020599913279624,,0.47712125471966244,0.6020599913279624,,1.0,0.9030899869919435,0.9542425094393249,0.6020599913279624,0.6989700043360189,1.146128035678238,1.2041199826559248,0.9542425094393249,0.8450980400142568,1.146128035678238,1.3222192947339193,1.0,0.9030899869919435,1.380211241711606,1.4313637641589874,0.9542425094393249,,1.041392685158225,1.1760912590556813,1.0,1.2304489213782739,1.0791812460476249,1.4471580313422192,1.2304489213782739,1.3424226808222062,1.3010299956639813,1.2787536009528289,1.414973347970818,1.4313637641589874,1.3010299956639813,1.4313637641589874,1.2787536009528289,1.3222192947339193,1.146128035678238,1.2787536009528289,1.1139433523068367,1.462397997898956,1.3424226808222062,1.146128035678238,1.462397997898956,1.462397997898956,1.505149978319906
2018-01-19,0.3010299956639812,0.6020599913279624,0.6989700043360189,0.6989700043360189,1.0,1.2041199826559248,1.2787536009528289,1.462397997898956,1.5440680443502757,1.5314789170422551,1.2787536009528289,1.5185139398778875,1.5440680443502757,1.4913616938342726,1.380211241711606,1.591064607026499,1.4771212547196624,,1.591064607026499,1.5563025007672873,1.6127838567197355,1.5797835966168101,1.3424226808222062,,1.6020599913279625,1.568201724066995,1.6020599913279625,1.6334684555795866,1.591064607026499,1.7558748556724915,1.5563025007672873,1.792391689498254,1.5797835966168101,1.591064607026499,1.6232492903979006,1.6434526764861874,1.6720978579357175,1.7160033436347992,1.6334684555795866,1.5185139398778875,1.6434526764861874,1.5563025007672873,1.5314789170422551,1.7853298350107671,1.6020599913279625,1.5185139398778875,1.6232492903979006,1.662757831681574,1.6434526764861874
2018-01-20,0.6020599913279624,0.3010299956639812,0.6020599913279624,1.1760912590556813,1.3979400086720377,1.591064607026499,1.3424226808222062,1.6127838567197355,1.6434526764861874,1.6020599913279625,1.7075701760979363,1.6232492903979006,1.6232492903979006,1.662757831681574,1.7558748556724915,1.7242758696007892,1.591064607026499,1.568201724066995,1.6901960800285136,1.6232492903979006,1.6720978579357175,1.6334684555795866,1.7558748556724915,,1.7634279935629373,1.662757831681574,1.7558748556724915,1.8129133566428555,1.7160033436347992,1.7708520116421442,1.7075701760979363,1.7708520116421442,1.6532125137753437,1.6901960800285136,1.6232492903979006,1.7323937598229686,1.7634279935629373,1.7781512503836436,1.7781512503836436,1.6989700043360187,1.7558748556724915,1.6434526764861874,1.8195439355418688,1.806179973983887,1.7323937598229686,1.7075701760979363,1.7242758696007892,1.792391689498254,1.7708520116421442
2018-01-21,0.6989700043360189,0.6020599913279624,0.6989700043360189,1.0791812460476249,1.3617278360175928,1.6020599913279625,1.3424226808222062,1.6334684555795866,1.7403626894942439,1.6434526764861874,1.6812412373755872,1.6532125137753437,1.6232492903979006,1.662757831681574,1.7242758696007892,1.6334684555795866,1.6334684555795866,1.380211241711606,1.591064607026499,1.6989700043360187,1.5185139398778875,1.5440680443502757,1.6901960800285136,,1.6901960800285136,1.6989700043360187,1.7160033436347992,1.662757831681574,1.5563025007672873,1.6901960800285136,1.462397997898956,1.6434526764861874,1.5797835966168101,1.568201724066995,1.5440680443502757,1.4771212547196624,1.6720978579357175,1.6434526764861874,1.5440680443502757,1.6127838567197355,1.6127838567197355,1.5563025007672873,1.7993405494535817,1.6901960800285136,1.6434526764861874,1.6434526764861874,1.5563025007672873,1.568201724066995,1.6901960800285136
2018-01-22,0.7781512503836436,0.8450980400142568,1.0,1.0,1.2041199826559248,1.4771212547196624,1.3979400086720377,1.568201724066995,1.6232492903979006,1.568201724066995,1.6020599913279625,1.6232492903979006,1.6532125137753437,1.6020599913279625,1.6334684555795866,1.6532125137753437,1.6020599913279625,1.505149978319906,1.5314789170422551,1.6127838567197355,1.662757831681574,1.6127838567197355,1.5314789170422551,,1.6020599913279625,1.6532125137753437,1.6901960800285136,1.662757831681574,1.5185139398778875,1.6989700043360187,1.5440680443502757,1.7323937598229686,1.6127838567197355,1.5797835966168101,1.6334684555795866,1.662757831681574,1.6812412373755872,1.662757831681574,1.6127838567197355,1.6434526764861874,1.6532125137753437,1.591064607026499,1.7160033436347992,1.7403626894942439,1.6720978579357175,1.6334684555795866,1.7160033436347992,1.7075701760979363,1.7403626894942439
2018-01-23,1.2041199826559248,1.041392685158225,1.380211241711606,1.2041199826559248,1.255272505103306,1.5185139398778875,1.6127838567197355,1.5185139398778875,1.6232492903979006,,1.662757831681574,1.6020599913279625,1.5440680443502757,1.6127838567197355,1.6901960800285136,1.5797835966168101,1.5797835966168101,1.6812412373755872,1.6232492903979006,1.6127838567197355,1.6532125137753437,1.6334684555795866,1.6127838567197355,,1.5314789170422551,1.568201724066995,1.591064607026499,1.6532125137753437,1.5563025007672873,1.6901960800285136,1.7075701760979363,1.6812412373755872,1.662757831681574,1.662757831681574,1.662757831681574,1.7708520116421442,1.6720978579357175,1.6812412373755872,1.7993405494535817,1.6532125137753437,1.6901960800285136,1.662757831681574,1.7558748556724915,1.7075701760979363,1.7853298350107671,1.7481880270062005,1.7160033436347992,1.8260748027008264,1.6989700043360187
2018-01-24,1.2041199826559248,1.1139433523068367,1.5185139398778875,1.414973347970818,1.5314789170422551,1.6020599913279625,1.6127838567197355,1.6020599913279625,1.6812412373755872,1.5563025007672873,1.7481880270062005,1.6334684555795866,1.6532125137753437,1.6232492903979006,1.7634279935629373,1.6334684555795866,1.6127838567197355,1.6989700043360187,1.7323937598229686,1.6532125137753437,1.7323937598229686,1.7160033436347992,,,1.6720978579357175,1.6532125137753437,1.7323937598229686,1.7481880270062005,1.6812412373755872,1.7708520116421442,1.7634279935629373,1.7634279935629373,1.7160033436347992,1.7242758696007892,1.7708520116421442,1.792391689498254,1.7634279935629373,1.7634279935629373,1.8260748027008264,1.7160033436347992,1.7634279935629373,1.7323937598229686,1.8260748027008264,1.8388490907372552,1.8195439355418688,1.7993405494535817,1.7160033436347992,1.8195439355418688,1.7853298350107671
2018-01-25,0.9542425094393249,1.0,1.4313637641589874,1.041392685158225,1.146128035678238,1.3979400086720377,1.7403626894942439,1.7075701760979363,1.7323937598229686,1.7634279935629373,1.6901960800285136,1.8129133566428555,1.7242758696007892,1.6434526764861874,1.7323937598229686,1.6901960800285136,1.7481880270062005,1.8195439355418688,1.8325089127062364,1.7323937598229686,1.7993405494535817,1.8195439355418688,1.6720978579357175,,1.7853298350107671,1.7634279935629373,1.7781512503836436,1.8195439355418688,,1.806179973983887,1.8260748027008264,1.806179973983887,1.8129133566428555,1.8325089127062364,1.845098040014257,1.8864907251724818,1.8388490907372552,1.8388490907372552,1.9030899869919435,1.8195439355418688,1.8325089127062364,1.8260748027008264,1.7634279935629373,1.845098040014257,1.8808135922807914,1.8864907251724818,1.806179973983887,1.9138138523837167,1.863322860120456
2018-01-26,0.7781512503836436,1.0,1.380211241711606,1.0,1.2041199826559248,1.5185139398778875,1.9395192526186185,1.9242792860618816,1.7558748556724915,1.7781512503836436,1.6020599913279625,1.919078092376074,1.9590413923210936,1.7075701760979363,1.7403626894942439,1.845098040014257,1.9030899869919435,1.9822712330395684,1.9030899869919435,,2.0086001717619175,1.99563519459755,1.6812412373755872,,1.7558748556724915,1.9444826721501687,1.7634279935629373,1.919078092376074,1.8573324964312685,2.0453229787866576,1.9867717342662448,1.9590413923210936,1.9867717342662448,1.9242792860618816,1.9822712330395684,1.9084850188786497,1.9637878273455553,1.8920946026904804,1.9912260756924949,2.0644579892269186,1.9590413923210936,1.9395192526186185,1.6989700043360187,2.075546961392531,2.0253058652647704,2.041392685158225,1.9822712330395684,1.9444826721501687,2.093421685162235
2018-01-27,1.0,0.9542425094393249,0.8450980400142568,1.4313637641589874,1.6989700043360187,1.8129133566428555,1.7242758696007892,1.9395192526186185,1.8920946026904804,1.8750612633917,1.8388490907372552,1.9030899869919435,1.9444826721501687,1.863322860120456,1.845098040014257,1.7708520116421442,1.8976270912904414,1.591064607026499,1.8129133566428555,1.9084850188786497,1.9030899869919435,1.8920946026904804,1.863322860120456,,1.8260748027008264,1.9542425094393248,1.8260748027008264,1.919078092376074,1.845098040014257,1.8260748027008264,1.462397997898956,1.8325089127062364,1.7242758696007892,1.7323937598229686,1.7075701760979363,1.5185139398778875,1.792391689498254,1.8864907251724818,1.5314789170422551,1.8260748027008264,1.8388490907372552,1.7403626894942439,1.919078092376074,1.8692317197309762,,1.792391689498254,1.9084850188786497,1.5440680443502757,1.8573324964312685
2018-01-28,0.47712125471966244,0.8450980400142568,0.7781512503836436,1.041392685158225,1.462397997898956,1.662757831681574,1.2304489213782739,1.462397997898956,1.6901960800285136,,1.7403626894942439,1.5440680443502757,1.4771212547196624,1.7242758696007892,1.792391689498254,1.5563025007672873,1.5440680443502757,1.3424226808222062,1.5440680443502757,1.6812412373755872,1.5185139398778875,1.5314789170422551,1.6901960800285136,,1.6901960800285136,1.5314789170422551,1.6720978579357175,1.6434526764861874,1.6020599913279625,1.6020599913279625,1.3979400086720377,1.5797835966168101,1.4771212547196624,1.5185139398778875,1.505149978319906,1.414973347970818,1.5797835966168101,1.662757831681574,1.462397997898956,1.505149978319906,1.5185139398778875,1.505149978319906,1.8260748027008264,1.6434526764861874,,1.5563025007672873,1.4913616938342726,1.462397997898956,1.6127838567197355
2018-01-29,0.7781512503836436,0.9030899869919435,0.7781512503836436,1.0791812460476249,1.2304489213782739,1.462397997898956,1.2787536009528289,1.568201724066995,1.5314789170422551,1.505149978319906,1.4771212547196624,1.5797835966168101,1.5314789170422551,1.568201724066995,1.5797835966168101,1.5440680443502757,1.591064607026499,1.3424226808222062,1.4771212547196624,1.5440680443502757,1.6434526764861874,1.6532125137753437,1.414973347970818,,1.591064607026499,1.6020599913279625,1.5314789170422551,1.6127838567197355,1.4471580313422192,1.6020599913279625,1.2304489213782739,1.5563025007672873,1.4313637641589874,1.3617278360175928,1.414973347970818,1.2787536009528289,1.4313637641589874,1.6232492903979006,1.3222192947339193,1.5440680443502757,1.4771212547196624,1.3617278360175928,1.5563025007672873,1.6901960800285136,,1.5797835966168101,1.7075701760979363,,1.591064607026499
2018-01-30,0.9030899869919435,0.8450980400142568,0.6020599913279624,1.0,1.146128035678238,1.3979400086720377,1.414973347970818,1.5185139398778875,1.4313637641589874,1.380211241711606,1.255272505103306,1.505149978319906,1.4913616938342726,1.4771212547196624,1.3222192947339193,1.3424226808222062,1.4771212547196624,1.380211241711606,1.505149978319906,1.4313637641589874,1.7853298350107671,1.792391689498254,1.146128035678238,,1.5185139398778875,1.568201724066995,1.5440680443502757,1.5563025007672873,1.4471580313422192,1.6127838567197355,1.380211241711606,1.4471580313422192,1.4313637641589874,1.3979400086720377,1.380211241711606,1.3617278360175928,1.414973347970818,1.5797835966168101,1.505149978319906,1.5314789170422551,1.4313637641589874,1.3617278360175928,1.4913616938342726,1.7075701760979363,1.505149978319906,1.505149978319906,1.7708520116421442,,1.568201724066995
2018-01-31,0.0,0.3010299956639812,0.0,0.47712125471966244,0.6020599913279624,1.041392685158225,1.4913616938342726,1.5314789170422551,1.414973347970818,1.505149978319906,1.2041199826559248,1.5314789170422551,1.6232492903979006,1.414973347970818,1.462397997898956,1.4771212547196624,1.5440680443502757,1.4913616938342726,1.5797835966168101,1.4471580313422192,1.9138138523837167,1.8864907251724818,1.380211241711606,,1.462397997898956,1.6334684555795866,1.4913616938342726,1.5440680443502757,1.5185139398778875,1.6532125137753437,1.3979400086720377,1.5797835966168101,1.5797835966168101,1.591064607026499,1.5563025007672873,1.4313637641589874,1.6334684555795866,1.5797835966168101,,1.7075701760979363,1.6334684555795866,1.6127838567197355,1.4771212547196624,1.7242758696007892,1.5563025007672873,1.6020599913279625,1.9084850188786497,,1.6989700043360187
